english_text,type
"Seeing Zainab for the first time, - after that expressing affection towards his father, - after that, Mabi's anger, - after receiving reassurance, - Abdul Jabbar's invitation Kalpita's marriage proposal, - Abdul Jabbar's abandonment of Zainab in lust for money, sending Kased for marriage, - Abandoning Kased in failure, - advice of the tormented father, first killing himself at the hands of Kased, Imprisonment of Moslem by stratagem,-Death of father, execution of innocent Moslem, declaration of war with Hasan, new ministry after defeat in battle,-death of Hasan with Maymuna and Zayda, devotion of Marwan,-arrival of Zayda and Maymuna to Damascus, placement in Paradise.",sadhu
"Go on, beyond him the small towns of Dekhlatpur and Dariyapur are immediately visible.",sadhu
I am already happy sir,cholito
"Tulsi told me, two people",cholito
Published in volume 2 of the Hindi treatise 'Viravinod' by Kaviraj Shtamaldas.,sadhu
"""Yes-no.""",cholito
"Missi Ali started saying in a cold voice, 'Ranu, this story is about you",cholito
Have you noticed that most of the time I am on the balcony,cholito
"His eyes, cheeks and eyes are glowing orange",cholito
He is desperate,sadhu
"Anufa remained silent Missir Ali said softly, “Now talk about Ranu.”",cholito
I have a special talk in private with Zayda,sadhu
"I can't walk naked brother, it will be a shame",cholito
Saharbanu fainted after looking at the child's chest and fell to the ground,sadhu
"That form, the bones of Gankaram, that is",sadhu
Write tragedy instead of romantic story,cholito
Shia went to Homkari,sadhu
Why are you not so seasoned?,sadhu
"If you say it like that, the improvement will be special",sadhu
There is global sympathy for the civilian victims of the Russia-Ukraine war. 💖,cholito
can be thrown,cholito
"It was written that, “The king was moved to hear the wonderful story of the Rupnagar princess.",sadhu
Life is the name of reality.,cholito
I will not tolerate your behavior anymore.,cholito
He is not an easy pot,cholito
Why would my wife only dream?,cholito
The name is not beautiful,cholito
He was in a bad mood.,cholito
I can't,cholito
"My garden, this was enough for me",sadhu
"” Tatari said, “You go out-_-I will not report” Darya said, Prague why, friend.",sadhu
"If we do, we have to admit that Aurangzeb had some virtues, but the vices were many and fatal for the country, for the people, for the nation.",sadhu
I do not understand whether to drop,cholito
The future is bright if the work is completed on time.,sadhu
Never bother with a telephone call again,cholito
"""I don't know why",cholito
Dastha took all the ornaments of my body and tied me to the palanquin,sadhu
And there are four days,sadhu
"I heard that dogs are very fond of you, why is this your condition?",cholito
"It's all my fault, isn't it?",cholito
In your team,cholito
"When manulpa- the heart is excited in some way, concentration of thought does not have the aim of baha-sandhi, then the atansargic substance is also desirous- bhuva baliya.",sadhu
"And the Maharaja will give me the burden of Astapur, what will I answer?",sadhu
Recently I had to defend another request,sadhu
His face is not visible,cholito
I don't blame him,cholito
*Swadesi Samaj” Appendix to the Essay,sadhu
"Middle-class girls don't have much, not even emotions of their own.",cholito
I bring the telephone to Rinki's room,cholito
"You-for God's sake, don't you touch that honey",sadhu
"Very annoyed I said to the OC sir, ""Do you know a funny thing OC?""",cholito
"“Oh well, I remember your name - your name is Pinch Queen",cholito
"Hirgami hesitated for a moment, then turned to another topic",sadhu
"I said, ""Badrudin is the name of the one whom I brought with me to you",cholito
"At that time he did not get anything else, a little honey in a pot 1//////. 3230015. 0011 was there, the monkey mixed it up a bit",sadhu
Why are you getting up?,cholito
"It has fallen, no one can see, on what is this Rdtimati Vanadevi standing.",sadhu
Let no one understand my inner pride,cholito
"""Saying this, Sakhina and Kasem sat together in the clothes and said, ""Kasem",sadhu
"But heretics, infernal, wicked, villains, enemies have come to establish guru-disciple relationship under the pretense of religion just to save the work, what is surprising about this?",sadhu
"Even if you don't say it in your mouth, you are very busy in your mind",cholito
"Without a little mystery, life is like a curry without salt.",cholito
I have seen both the boys are mad at the words of their mad mother,sadhu
"Gangaram at first thinks that Chatti Abhirana is the right one - then, in amazement, he knows, Sri.",sadhu
Missir Ali smiled familiarly but the name was unfamiliar to her,cholito
The desire for peace is more pronounced than for war among the common people of the two countries.,cholito
Eat a few of them,sadhu
"I did I said to Rupa's father, well, is it railway booking",cholito
I will break your thong in Brisimana,cholito
in your hands,cholito
Authorization letter is also in your name,cholito
So the words of Mr,sadhu
Everyone cried and babbled,sadhu
Covering the body with a sheet does not feel bad,cholito
” Egypt Tagore was recognized,sadhu
"Habibur Rahman said, Farida will not be with me - mentally this is true",cholito
By whose words of encouragement will resist the speed of the sword of the learned soldier,sadhu
But Pardhavat climbed to the peak and saw that no one had climbed the mountain,sadhu
Imam Hasan's sleep was disturbed by this sound,sadhu
My parents are the most important people in my life because they always love me.,cholito
The king signed without reading,sadhu
Rebellion against the rising god,sadhu
"And what more can I say, he will be the ruler of that vast kingdom",sadhu
Now the hostile light is delaying the action of the militants.,sadhu
I got up,cholito
It was then that the new king adjourned the meeting with a letter in the hands of the appropriate officials,sadhu
"Different types of movements are going on - world with poverty movement, world without hunger",cholito
Being in harmony with nature is the real peace.,sadhu
Who is Esha to you?,cholito
No one has nightmares during Sadek,cholito
The heart will not be able to run and wear Leesanbandha's 88 songs,sadhu
"Shun] goes, where is that group",sadhu
The dust fell on the feet of that one Muslim,sadhu
There were dance songs from house to house,sadhu
Who knows what drama there will be,cholito
The development of the country and the nation requires the collective efforts of all.,sadhu
"Three candidates of one Zainab-Radra, - Ejid, Akkas and honorable Hassan",sadhu
"The last one said, ""You don't understand.""",sadhu
"Aunt Reshma happily said, ""Show me your house."" You see the house",cholito
will sell,cholito
New for wife Sitaram,sadhu
Then he addressed the king and spoke to the people,sadhu
Jhikatala will roam around,cholito
"I hope everyone will tell me, you are talking very old, you have to do your own shame, you have to redeem your own shame, you have to earn your own wealth, you have to save your own honor, where is the novelty of these words?",sadhu
"Especially, at this time, when the mind is aroused, the life is increased, there is no face of any slehpanr to be seen or shown.",sadhu
We are forbidden,cholito
what do you think of me,cholito
Today was quite calm and quiet.,cholito
You are doing the same,cholito
Now I have no speed except sending as a jockey,cholito
Maybe you should go.,cholito
No wonder his life was spared,sadhu
not with,cholito
He placed him on the platform and left,sadhu
Don't they care about your soul?,sadhu
"Let us never forget that if we adopt the policy of vindictiveness by illegal means, we will get little work, but by doing so, the judgment of the whole country will be distorted.",sadhu
Our house is made of wood Wooden two-story I am alone in the second floor,cholito
"And whom shall I send in front of Kasem on the battlefield, send",sadhu
"I said, what if I write with a ball point?",cholito
“Just tell your duty officer and you will understand,cholito
Go back home slowly,sadhu
"What have I asked for, what have I received, what have I given, what are the indications of the unfinished pursuits in my imperfect life",sadhu
"The king prostrated with devotion and said, “Mother",sadhu
I went and read it.”,cholito
“Tell me why,cholito
Chanchalkumari got angry and threw the picture,sadhu
"Fulfulia said in a worried voice, father's health is worse",cholito
"Addressing Barjak, he said, “Brother Barjak",sadhu
Yours is growing too,cholito
"When the war in Ukraine ends, the world will return to peace, but when? ⏳",cholito
That said,cholito
Always vigilant in trying to defend himself in conflict--Milneb can easily become all alone when caught off guard.,sadhu
"After alighting, he followed the marked path before entering the forest",sadhu
