sentence,label,source
"Esha said in a stern voice, please sit in the living room",cholito,Book
,cholito,Book
,cholito,Book
What I need more than treatment is service,cholito,Book
The boy makes a hard voice,cholito,Book
There is no bathroom in the hall,cholito,Book
,sadhu,Book
"Seeing the condition of the disciples, Lord Muhammad could not hide his feelings and asked, ""Why are you suddenly so sad and sad and crying?""",sadhu,Book
"Know for sure, the smooth flow of the Euphrates is not in your destiny",sadhu,Book
He went near the husband's bedroom and stood for a while and checked whether everyone in the house was awake or asleep.,sadhu,Book
Zayda Bibi quietly left the house with Maymuna,sadhu,Book
,sadhu,Book
,sadhu,Book
Life becomes different,cholito,Book
"Keeping my head at your feet, I am saying leave us alone",sadhu,Book
"If you ever need unholy people, come",cholito,Book
,sadhu,Book
At the right time he is hungry and thirsty,cholito,Book
I will go out with Pajero,cholito,Book
,sadhu,Book
"Khankivek, such a body is a hot wheelen, but in your desolate condition.",sadhu,Book
,sadhu,Book
"In the work to be done, differences of opinion and differences of opinion must be tolerantly accepted.",sadhu,Book
"We have to pay taxes, tributes, equality to him",sadhu,Book
What do you say? will call,sadhu,Book
I heard that he loves Zainab more; but where,sadhu,Book
"My uncle, Arefin Sahib, where is he?",cholito,Book
"You don't know any ministers, do you?",cholito,Book
You are giving your head by talking,cholito,Book
"Brother, I feel very tense",cholito,Book
,sadhu,Book
The Rajput determined the way to that place by marking the trees,sadhu,Book
A body like Mt. Mainak,cholito,Book
Who is committing a great sin?,sadhu,Book
Hossain cried at the loss of Abdul Wahab,sadhu,Book
Khalu Saheb turned his face to the other side and began to see the beauty of Buriganga at night,cholito,Book
What is the English name of fried meat?,cholito,Book
,sadhu,Book
Pangash fish Reena can cook very well,cholito,Book
"Drop it, what will keep my satin",sadhu,Book
,sadhu,Book
I often think I will ask but I don't remember,cholito,Book
Your aunt tried to kill me twice,cholito,Book
Because then he started helping me in various ways,cholito,Book
,sadhu,Book
Your situation is not favorable,cholito,Book
Fupur is a bit like a breeze,cholito,Book
,sadhu,Book
They are looking for a face,cholito,Book
", I said, I am jealous of myself",cholito,Book
"If there is a lot of noise, it is on the way to Medinipur",sadhu,Book
,sadhu,Book
His name will be required in the appointment letter,cholito,Book
We can affectionately call him Barjo-Raj,cholito,Book
Kahiya Nekhka threw him into the water and entered the paval,sadhu,Book
Has the news of any murder appeared in the paper?,cholito,Book
"Because you have seen with your own eyes how sad and bitter I am to the brothers; The heart that never knew the name of fear, The heart that was never frightened by the name of an enemy, that 1//////. 3230015. 0011 Fearless today trembles in terror at the name of brother-less-sorrow little war.",sadhu,Book
,sadhu,Book
Walked on like nothing happened until someone shouted from inside the car,cholito,Book
Why did you get into such a bad trouble?,cholito,Book
,cholito,Book
You are being pressured to falsify the case,cholito,Book
,cholito,Book
I think I will go back to the mess and see Big Khalu sitting,cholito,Book
You are a non-partisan government person,cholito,Book
,sadhu,Book
,cholito,Book
” Rajendra smiled-_but did not say anything,sadhu,Book
,cholito,Book
One day come and see my hand,cholito,Book
"I said, listen brother, your daughter seems to be suffering a lot",cholito,Book
"I would have boycotted and saved, but this partition would have grown,_ we would have been small,_ Parasrit Whitam",sadhu,Book
,cholito,Book
Better to sit alone,cholito,Book
But I am very surprised,cholito,Book
"Just a forest (but not a forest, long-breasted or dense »--only scattered patches of small vegetated mounds here and there).",sadhu,Book
"He who remembers the battle of Anthapura, how brave he is",sadhu,Book
"After thinking like this, you will go",sadhu,Book
Nirmal didn't budge either,sadhu,Book
I know my poisoner,sadhu,Book
"The farmer puts his stick on the thorn, climb on it, climb up and take shelter, catch the call.",sadhu,Book
Only silver remained,cholito,Book
,cholito,Book
,sadhu,Book
,cholito,Book
I don't know whether to let him enter the house or not,cholito,Book
,sadhu,Book
But the old woman no longer eats during the day and sleeps at night,sadhu,Book
Dharangazeb conceded defeat,sadhu,Book
I have never seen this woman before,cholito,Book
,cholito,Book
"The princess asked, «Whose face is this 1» the old woman",sadhu,Book
And you are not making any effort to protect yourself,sadhu,Book
92 Samu. He is the one who can see where our strength is with the government's donation,sadhu,Book
"At the end, unable to hold back tears, Bampakullochan began to say again, ""Ejid",sadhu,Book
,cholito,Book
,cholito,Book
But what did you see?,sadhu,Book
,cholito,Book
Suddenly I see heaven,cholito,Book
He was very worried,cholito,Book
"When he heard that I did not study in any school, I studied with my father for so long, then he fell from the sky",cholito,Book
He is not related to Tamannaah,cholito,Book
The number of lotuses did not increase by adding five,cholito,Book
,sadhu,Book
"I am no longer a girl, now I am one in your company",sadhu,Book
,sadhu,Book
,cholito,Book
"84 Rajasingh Mubarak said, “Understood, la pana karite dahen",sadhu,Book
I have done you no harm,cholito,Book
"When the time comes, go on a slam visit",sadhu,Book
"He said, he left the house",cholito,Book
I don't want anything in this world,cholito,Book
Look at the tree with your hands,cholito,Book
The rope of Fisi is hanging in front of everyone,cholito,Book
,sadhu,Book
"He had to look at 98"".",sadhu,Book
Seems like a step up,cholito,Book
All the words in Upsalas No need to be a historian,sadhu,Book
This will do to the marble,cholito,Book
"The higher the rank, the more the responsibility will increase, the question will be raised. Material only, how much human resources are there",sadhu,Book
"When someone has frequent hiccups, doing something scary can stop the hiccups",cholito,Book
"You can give mushroom, baby corn",cholito,Book
"A piece He went to the bottom of the mountain, his village was no longer seen",sadhu,Book
"The girl is trying to be a count, but she can't",cholito,Book
The birds are in existence - I think that the work of the day is going on quietly.,sadhu,Book
,cholito,Book
Clouds need you terribly,cholito,Book
The rules of our animal world are very strict,cholito,Book
"Why not, there will be a lot of searching for you",sadhu,Book
No one has any response,cholito,Book
Save the two boys,sadhu,Book
You believe it,cholito,Book
It is the same thing---one day the weapons of the deluge are diverted,sadhu,Book
Most people do not realize they are angry when they are angry,cholito,Book
,cholito,Book
"Seeing his wife's other-minded attitude, Hares himself lit a lamp and searched for the house from which the sound of crying was coming.",sadhu,Book
There will be no danger like the danger of your day,sadhu,Book
I am saying in Bengali what the reader needs to know,sadhu,Book
"I said, it is better to take a baby that has just been born",cholito,Book
,sadhu,Book
"Because, this universe is not a special property of any individual, it is working in everyone",sadhu,Book
At last he saw that they were strangers; He did not even know whether he had seen them anywhere,sadhu,Book
Your little girl recently spilled boiling water on her feet or hands,cholito,Book
,cholito,Book
"After thinking for a while, Azid said again, ""If you wish, Bibi Zayda should come and sit on my left side on this throne.""",sadhu,Book
There is no use going home,cholito,Book
He appears in Bhuju for your Kardhyamiddhi,sadhu,Book
,sadhu,Book
,cholito,Book
"""Open the door,"" said Kapalkugdla",sadhu,Book
I admitted him to a rolini,cholito,Book
Gantronan did,sadhu,Book
,sadhu,Book
Who should know,cholito,Book
But why can't you see the cannon?,sadhu,Book
,cholito,Book
"I said with a smile, mine",cholito,Book
The power of the dirt-father can be seen as inflated,cholito,Book
Pochan 58it £8t char 1528 past gigti ta | Ustaa £88 8108808 Egdha Mock,sadhu,Book
He doesn't want to talk,cholito,Book
"Whenever there is a problem, he comes to me and tells the problem for sure",cholito,Book
,sadhu,Book
Hasan is thirsty,sadhu,Book
What happens after seeing the picture?,sadhu,Book
Those who are alive are also fleeing in fear of their lives,sadhu,Book
Hiragyi entered the royal family in Shivakarohana in Tagusamvivyahara,sadhu,Book
"As the tiger, which has once tasted human flesh, cannot give up its lust, it returns again and again to depopulate the lairs of the Anas, bringing famine to the fore.",sadhu,Book
,cholito,Book
I will hold on Nirmal: Lakdarhita used to joke---turned his face now,sadhu,Book
"Lest the illusion be born, Ejna Nabkughan immediately began to look at the mind.",sadhu,Book
I have come to drown Zainab's happiness,sadhu,Book
,cholito,Book
"Rupa's father said, yes-no",cholito,Book
The fair-haired nun married the bridegroom at twilight.,sadhu,Book
,sadhu,Book
,sadhu,Book
Rupar has arranged to eat there,cholito,Book
"In this way, the warehouse is full",sadhu,Book
The problem is not that serious,cholito,Book
He mixes with people with complete disinterest,cholito,Book
Do you come here everyday?,cholito,Book
,sadhu,Book
Father is not buying,cholito,Book
,cholito,Book
You will sell that lungi,cholito,Book
My flower bloomed in a mighty joy and Navapallaba arose,sadhu,Book
,sadhu,Book
The leader dog went forward and took the leader's seat,cholito,Book
"We don't eat mangoes, we arrange them, we harvest them all - this is our speciality, this is Ammadev Ball.",sadhu,Book
The Muslim soldiers also ran after the fleeing enemy and began to cut off the heads of the pagans from their bodies.,sadhu,Book
"""Hasnebanu took the dust of Mahavir Kasem and prayed for the war journey, he kissed Kasem's head and said with a blessing, ""Go, son.",sadhu,Book
There is khei geh sei te to get the chest in the dust of the road,sadhu,Book
Ejid has been sitting surrendered as Zaynab from before,sadhu,Book
"Go, and do that",sadhu,Book
"If this education is incomplete, stability will be impossible for us",sadhu,Book
"In work or business, even for pleasure",sadhu,Book
I called my father's manager and told him about the plan,cholito,Book
"Donkey, why are you being silly?",cholito,Book
"Finally he said, ""Maharaj, where is so much space in the prison?""",sadhu,Book
It was a mistake to inform you,cholito,Book
Is this the purpose of your coming to me?,cholito,Book
"Waking up at night, sleeping during the day",cholito,Book
"Except that ants are not people, beggars are people",cholito,Book
Toil is my-earned bandit,sadhu,Book
Working white yarn with light green color,cholito,Book
We are strong and invulnerable. The pain that God has created for us is not a death period at all.,sadhu,Book
Gangaram was full of courage but could not settle this matter,sadhu,Book
Badrul Mia is definitely a very media type person in Annie,cholito,Book
Because their mood depends on the amount of alcohol and how long they are drinking,cholito,Book
"Hearing that, all the brave men of the country, the bride of the guardian country, clapped their hands and cheered.",sadhu,Book
